Churn,Contract,CustomerID,Dependents,DeviceProtection,Gender,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Tenure,TotalCharges
No,Two year,4182,No,Yes,Female,DSL,81.3,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,0,Yes,No,Yes,64,5129.3
No,Two year,4183,No,No,Female,Fiber optic,95.2,No,No,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,45,4285.8
Yes,Month-to-month,4184,No,No,Male,DSL,36.45,No phone service,No,No,Yes,Yes,Mailed check,No,1,No,Yes,No,3,93.7
No,Two year,4185,No,Yes,Female,DSL,83.3,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,71,5894.5
Yes,Month-to-month,4186,No,No,Female,DSL,25.05,No phone service,No,No,No,No,Mailed check,No,1,No,No,No,1,25.05
No,Two year,4187,Yes,No internet service,Female,No,20.3,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,58,1160.75
No,Month-to-month,4188,Yes,Yes,Male,Fiber optic,89.85,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,Yes,No,34,3091.75
Yes,Month-to-month,4189,No,No,Female,DSL,49.85,No,No,Yes,Yes,No,Electronic check,Yes,0,No,No,No,8,365.55
No,Month-to-month,4190,Yes,No internet service,Female,No,19.8,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,15,272.95
No,Two year,4191,Yes,Yes,Male,DSL,54.65,No phone service,No,No,No,Yes,Bank transfer (automatic),No,0,Yes,Yes,Yes,66,3632
No,Month-to-month,4192,No,No,Male,DSL,29.35,No phone service,Yes,No,Yes,No,Credit card (automatic),No,1,No,No,No,12,381.2
No,Two year,4193,No,No internet service,Male,No,19.15,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,58,1035.5
No,Two year,4194,Yes,No internet service,Female,No,19.1,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,52
Yes,Month-to-month,4195,No,Yes,Female,DSL,55.55,No phone service,Yes,No,No,Yes,Credit card (automatic),No,1,Yes,Yes,No,43,2342.2
No,Month-to-month,4196,No,Yes,Female,Fiber optic,80.55,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,9,653.9
No,One year,4197,No,No internet service,Female,No,20.25,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,3,71.2
Yes,One year,4198,Yes,No,Female,DSL,69.5,No,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,22,1498.2
No,One year,4199,No,Yes,Male,Fiber optic,106.0,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,40,4178.65
No,Two year,4200,No,No internet service,Female,No,25.5,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,68,1821.8
Yes,Month-to-month,4201,No,Yes,Male,Fiber optic,104.3,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,54,5278.15
No,Two year,4202,No,No,Female,DSL,79.6,Yes,Yes,No,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,50,4024.2
No,Month-to-month,4203,No,No,Male,DSL,55.25,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,1,55.25
No,Two year,4204,No,Yes,Female,DSL,88.05,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,6520.8
No,One year,4205,Yes,No internet service,Male,No,20.4,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,40,854.9
No,Two year,4206,Yes,Yes,Female,Fiber optic,117.6,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,8308.9
No,Month-to-month,4207,No,No internet service,Female,No,20.0,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,6,109.2
No,Month-to-month,4208,No,No internet service,Female,No,19.65,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,5,92.05
No,One year,4209,No,Yes,Male,DSL,70.55,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,No,48,3420.5
Yes,Month-to-month,4210,No,No,Female,Fiber optic,93.85,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,1,93.85
No,One year,4211,Yes,No,Female,DSL,65.8,No,No,Yes,No,Yes,Mailed check,Yes,0,No,Yes,Yes,64,4068
No,One year,4212,No,No internet service,Female,No,20.05,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,17,337.9
No,Month-to-month,4213,No,Yes,Male,Fiber optic,80.0,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,No,40,3168.75
No,One year,4214,Yes,Yes,Female,DSL,35.4,No phone service,No,Yes,No,Yes,Credit card (automatic),No,0,No,No,No,41,1412.4
No,One year,4215,No,No,Male,Fiber optic,79.6,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,1,No,No,No,51,3974.7
No,Month-to-month,4216,No,No,Male,Fiber optic,80.25,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,No,41,3439
Yes,Month-to-month,4217,Yes,Yes,Female,DSL,50.45,No,No,No,No,Yes,Mailed check,Yes,0,No,No,No,1,50.45
No,Month-to-month,4218,No,No internet service,Female,No,20.45,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,2,42.45
No,One year,4219,No,Yes,Male,Fiber optic,79.6,No,Yes,No,No,No,Credit card (automatic),Yes,0,No,No,No,68,5461.45
No,Two year,4220,Yes,No internet service,Female,No,24.7,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,24,571.75
No,Two year,4221,No,Yes,Male,DSL,77.3,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,70,5498.2
No,Month-to-month,4222,No,No,Male,DSL,29.75,No phone service,No,No,Yes,No,Electronic check,No,0,No,No,Yes,3,96.85
No,Month-to-month,4223,No,No,Male,DSL,44.9,No,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,2,111.05
No,Month-to-month,4224,No,No,Male,DSL,29.8,No phone service,Yes,No,No,Yes,Credit card (automatic),No,0,No,No,No,3,94.4
Yes,Month-to-month,4225,No,No,Female,DSL,74.65,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,7,521.1
No,Month-to-month,4226,No,No,Female,DSL,71.95,No,No,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,13,923.85
No,Month-to-month,4227,No,No internet service,Male,No,20.75,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,7,141.1
No,Month-to-month,4228,Yes,No,Male,DSL,56.3,No,No,No,Yes,Yes,Mailed check,Yes,0,No,Yes,No,12,628.65
No,One year,4229,Yes,Yes,Male,Fiber optic,105.25,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,53,5576.3
Yes,Month-to-month,4230,No,No,Female,Fiber optic,94.2,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,12,1046.1
No,Two year,4231,Yes,No internet service,Male,No,19.55,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,63,1245.6
No,Month-to-month,4232,No,Yes,Female,DSL,84.45,No,Yes,Yes,No,No,Mailed check,Yes,0,Yes,Yes,Yes,15,1287.85
No,One year,4233,Yes,No,Male,DSL,53.65,No,Yes,Yes,No,Yes,Mailed check,Yes,0,No,No,No,36,1939.35
No,Month-to-month,4234,No,Yes,Male,DSL,29.9,No phone service,No,No,Yes,Yes,Electronic check,No,1,No,No,No,4,118.25
No,Two year,4235,Yes,No internet service,Female,No,19.7,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,24,452.55
No,One year,4236,No,Yes,Female,DSL,43.7,No phone service,Yes,Yes,No,No,Credit card (automatic),No,0,No,No,Yes,61,2696.55
No,Month-to-month,4237,No,No,Male,DSL,55.3,Yes,Yes,No,No,No,Electronic check,Yes,0,No,No,No,16,875.35
No,Two year,4238,Yes,No internet service,Male,No,19.85,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,65,1267.05
No,Two year,4239,Yes,No internet service,Female,No,19.65,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,26,494.9
No,Month-to-month,4240,No,No,Male,DSL,49.45,No,No,No,Yes,No,Mailed check,Yes,0,No,No,Yes,16,799
Yes,One year,4241,No,No,Female,Fiber optic,106.55,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,54,5763.3
Yes,Month-to-month,4242,No,No internet service,Male,No,20.1,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.1
No,Two year,4243,Yes,No internet service,Male,No,20.45,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,5,106.9
No,Month-to-month,4244,No,No,Female,DSL,39.7,No phone service,Yes,No,Yes,No,Electronic check,No,0,Yes,No,No,19,710.05
No,Month-to-month,4245,No,No,Male,DSL,54.5,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,No,10,568.2
Yes,Month-to-month,4246,Yes,Yes,Female,Fiber optic,83.8,No,Yes,No,No,Yes,Electronic check,Yes,0,No,No,Yes,23,1900.25
Yes,Month-to-month,4247,No,No,Male,DSL,55.15,No,No,No,No,No,Mailed check,Yes,0,No,Yes,No,3,159.15
No,Two year,4248,No,Yes,Female,Fiber optic,111.6,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,8012.75
Yes,Month-to-month,4249,No,No,Male,Fiber optic,86.65,Yes,No,No,Yes,Yes,Electronic check,Yes,1,Yes,No,No,10,856.65
No,Month-to-month,4250,Yes,Yes,Female,DSL,55.55,No,Yes,No,Yes,Yes,Mailed check,Yes,0,No,No,No,10,551.3
No,One year,4251,No,No internet service,Male,No,20.55,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,11,184.95
Yes,Month-to-month,4252,No,No,Female,Fiber optic,106.75,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,1,Yes,Yes,No,37,4056.75
No,One year,4253,Yes,No,Male,DSL,62.1,Yes,No,Yes,Yes,Yes,Mailed check,Yes,0,No,No,Yes,17,1096.65
No,Month-to-month,4254,Yes,Yes,Female,Fiber optic,104.5,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,36,3684.95
No,Month-to-month,4255,No,Yes,Male,Fiber optic,101.8,No,Yes,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,17,1752.45
No,One year,4256,Yes,No,Female,Fiber optic,110.6,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,1,Yes,Yes,Yes,66,7210.85
No,One year,4257,Yes,Yes,Male,DSL,84.9,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,61,5264.5
No,Month-to-month,4258,No,No,Male,Fiber optic,93.2,No,Yes,No,Yes,No,Mailed check,Yes,0,Yes,Yes,No,22,2157.3
No,Month-to-month,4259,No,No,Male,DSL,24.4,No phone service,No,No,Yes,No,Electronic check,No,0,No,No,No,1,24.4
No,Month-to-month,4260,No,No,Female,Fiber optic,70.55,No,No,No,No,No,Credit card (automatic),Yes,0,No,No,No,6,433.95
Yes,Month-to-month,4261,No,No,Male,Fiber optic,78.45,No,Yes,No,Yes,No,Electronic check,Yes,0,No,No,Yes,31,2435.15
No,Two year,4262,Yes,Yes,Female,DSL,85.0,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,68,5607.75
Yes,Month-to-month,4263,Yes,Yes,Female,Fiber optic,87.45,Yes,No,No,No,Yes,Electronic check,Yes,0,No,Yes,No,34,2874.15
No,Month-to-month,4264,Yes,Yes,Female,Fiber optic,85.8,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,No,No,Yes,52,4433.3
No,Month-to-month,4265,Yes,Yes,Female,Fiber optic,91.1,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,10,964.35
Yes,Month-to-month,4266,Yes,No,Male,Fiber optic,70.75,No,No,No,Yes,Yes,Electronic check,Yes,0,No,No,No,29,1974.8
No,Two year,4267,Yes,No internet service,Female,No,20.1,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,72,1460.85
No,One year,4268,Yes,No internet service,Male,No,20.05,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,47,951.55
No,One year,4269,Yes,No,Male,DSL,74.8,Yes,No,Yes,No,Yes,Mailed check,Yes,0,Yes,Yes,No,24,1821.2
No,One year,4270,No,No internet service,Male,No,24.8,Yes,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,65,1600.95
No,Month-to-month,4271,No,No,Female,Fiber optic,100.85,Yes,No,No,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,4,399.25
Yes,Month-to-month,4272,No,No,Male,Fiber optic,101.35,Yes,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,No,12,1218.55
Yes,Month-to-month,4273,No,No,Male,Fiber optic,81.7,Yes,No,Yes,Yes,No,Electronic check,Yes,0,No,No,No,1,81.7
Yes,Month-to-month,4274,No,No,Male,Fiber optic,68.25,No,No,No,No,No,Electronic check,Yes,0,No,No,No,33,2171.15
No,Month-to-month,4275,No,Yes,Female,Fiber optic,105.1,No,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,34,3634.8
No,Two year,4276,No,No internet service,Female,No,20.4,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,14,292.4
Yes,Month-to-month,4277,No,No,Female,Fiber optic,79.15,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,4,317.25
No,One year,4278,Yes,No internet service,Male,No,20.0,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,13,218.55
No,Two year,4279,Yes,No,Female,DSL,79.4,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,65,5071.9
No,One year,4280,Yes,No,Male,DSL,57.2,No,No,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,23,1423.35
No,Two year,4281,No,Yes,Male,DSL,58.6,No,Yes,Yes,No,Yes,Electronic check,Yes,0,No,No,No,55,3068.6
No,Two year,4282,No,No,Male,Fiber optic,94.8,No,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,49,4690.65
No,One year,4283,No,Yes,Male,Fiber optic,102.5,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,60,6157.6
No,One year,4284,Yes,No internet service,Female,No,20.35,No,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,69,1442.65
No,Month-to-month,4285,No,No,Male,Fiber optic,84.9,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,40,3369.05
No,Two year,4286,No,No,Male,DSL,69.2,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,No,Yes,67,4671.65
Yes,Month-to-month,4287,No,No,Male,Fiber optic,95.45,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,35,3474.05
Yes,One year,4288,Yes,No,Male,Fiber optic,100.95,Yes,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,19,1875.55
No,Two year,4289,Yes,No internet service,Female,No,20.85,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,13,272.35
No,Month-to-month,4290,Yes,No,Female,Fiber optic,88.5,Yes,Yes,No,Yes,No,Bank transfer (automatic),Yes,0,No,Yes,No,41,3645.05
No,Month-to-month,4291,No,Yes,Female,DSL,35.0,No phone service,No,Yes,No,No,Mailed check,No,0,No,No,No,4,135.75
No,Month-to-month,4292,Yes,No,Female,DSL,55.15,No,No,Yes,No,Yes,Electronic check,Yes,0,No,No,Yes,24,1319.85
No,Month-to-month,4293,No,No,Female,DSL,50.95,No phone service,Yes,No,Yes,No,Credit card (automatic),No,0,Yes,Yes,No,5,229.4
No,Month-to-month,4294,No,No,Female,DSL,64.0,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,No,No,5,370.25
Yes,Month-to-month,4295,Yes,No,Female,Fiber optic,69.1,No,No,No,Yes,Yes,Mailed check,Yes,0,No,No,No,1,69.1
No,Two year,4296,Yes,Yes,Female,DSL,80.2,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,Yes,Yes,72,5714.2
No,Month-to-month,4297,No,Yes,Female,DSL,49.3,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,24,1233.25
No,Two year,4298,No,Yes,Female,DSL,84.35,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,42,3571.6
No,Month-to-month,4299,No,No internet service,Female,No,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,4,83.3
No,One year,4300,No,Yes,Male,Fiber optic,117.2,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,68,8035.95
No,One year,4301,Yes,No internet service,Female,No,20.1,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,33,579.4
Yes,Month-to-month,4302,No,No,Female,Fiber optic,69.6,No,No,No,Yes,No,Electronic check,Yes,1,No,No,No,1,69.6
Yes,One year,4303,No,Yes,Male,Fiber optic,103.45,Yes,Yes,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,31,3066.45
Yes,Month-to-month,4304,No,No,Female,Fiber optic,77.95,Yes,Yes,No,No,No,Bank transfer (automatic),Yes,0,No,No,No,4,305.55
No,Two year,4305,No,Yes,Male,Fiber optic,109.95,Yes,Yes,No,Yes,Yes,Electronic check,Yes,1,Yes,Yes,Yes,69,7634.25
No,Month-to-month,4306,No,No,Male,Fiber optic,94.75,Yes,No,No,No,No,Electronic check,Yes,1,Yes,Yes,No,38,3653
No,Month-to-month,4307,Yes,No,Female,Fiber optic,80.0,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,3,241.3
No,Two year,4308,Yes,No,Female,DSL,79.65,Yes,Yes,No,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,48,3870.3
No,Two year,4309,No,No internet service,Female,No,25.2,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,15,387.9
No,One year,4310,No,No internet service,Female,No,19.9,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,25,527.5
Yes,Month-to-month,4311,No,No,Female,Fiber optic,78.45,No,No,No,No,No,Electronic check,Yes,1,No,Yes,No,1,78.45
No,Month-to-month,4312,No,No,Female,DSL,44.8,No phone service,Yes,Yes,Yes,No,Electronic check,No,0,No,Yes,No,48,2104.55
No,Month-to-month,4313,No,No internet service,Male,No,20.3,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,20.3
No,Month-to-month,4314,No,No internet service,Male,No,19.2,No,No internet service,No internet service,No,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,1,19.2
No,One year,4315,No,Yes,Female,Fiber optic,80.05,No,Yes,No,No,No,Electronic check,Yes,0,No,No,No,37,3019.1
No,One year,4316,No,Yes,Male,Fiber optic,107.35,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,Yes,Yes,66,7051.95
No,One year,4317,No,Yes,Female,DSL,47.85,No phone service,Yes,Yes,No,Yes,Bank transfer (automatic),No,0,No,Yes,No,26,1190.5
No,One year,4318,No,No,Male,DSL,70.8,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,No,Yes,Yes,63,4448.8
Yes,Month-to-month,4319,No,Yes,Male,DSL,29.5,No phone service,No,No,No,No,Mailed check,No,0,No,No,No,10,255.25
Yes,Month-to-month,4320,No,No,Female,DSL,70.75,No,No,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,2,146.9
No,Month-to-month,4321,No,No,Male,DSL,59.1,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,1,Yes,No,No,18,1011.05
No,Two year,4322,No,No internet service,Female,No,25.55,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,64,1714.95
Yes,Month-to-month,4323,No,No,Female,Fiber optic,84.45,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,No,No,9,762.5
No,Month-to-month,4324,Yes,No internet service,Female,No,20.25,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,28,535.35
No,Month-to-month,4325,No,Yes,Female,Fiber optic,75.55,No,No,No,No,No,Electronic check,Yes,0,No,No,No,1,75.55
Yes,Month-to-month,4326,No,No,Male,Fiber optic,85.65,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,4,338.9
Yes,One year,4327,No,Yes,Male,DSL,70.15,No,Yes,No,Yes,No,Credit card (automatic),Yes,1,No,Yes,Yes,38,2497.35
No,One year,4328,No,Yes,Male,Fiber optic,95.3,Yes,Yes,No,No,Yes,Electronic check,Yes,0,Yes,No,No,66,6273.4
No,Month-to-month,4329,No,No,Female,Fiber optic,70.25,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,70.25
No,Month-to-month,4330,No,No,Female,DSL,50.3,No,No,No,Yes,Yes,Mailed check,Yes,0,No,No,Yes,18,908.75
Yes,Month-to-month,4331,No,Yes,Male,Fiber optic,97.8,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,51,4913.3
No,Two year,4332,Yes,No internet service,Male,No,19.85,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,0, 
Yes,Month-to-month,4333,No,No,Male,DSL,46.3,No,No,No,No,No,Mailed check,Yes,0,No,No,No,1,46.3
